loc_prec,G16DPRS,G16RPRS,G16DHOR,G16RHOR,year,
"Bergen,Fort Lee 1 - Election Day",402,341,360,266,2016,
"Bergen,Fort Lee 10 - Election Day",1095,514,950,473,2016,
"Bergen,Fort Lee 11 - Election Day",282,120,253,87,2016,
"Bergen,Fort Lee 12 - Election Day",529,258,461,203,2016,
"Bergen,Fort Lee 13 - Election Day",349,149,304,130,2016,
"Bergen,Fort Lee 14 - Election Day",321,112,290,88,2016,
"Bergen,Fort Lee 15 - Election Day",312,154,269,111,2016,
"Bergen,Fort Lee 16 - Election Day",395,218,349,165,2016,
"Bergen,Fort Lee 17 - Election Day",217,129,197,111,2016,
"Bergen,Fort Lee 18 - Election Day",169,136,158,111,2016,
"Bergen,Fort Lee 19 - Election Day",643,268,599,205,2016,
"Bergen,Fort Lee 2 - Election Day",269,227,263,171,2016,
"Bergen,Fort Lee 3 - Election Day",563,417,500,370,2016,
"Bergen,Fort Lee 4 - Election Day",252,162,225,128,2016,
"Bergen,Fort Lee 5 - Election Day",327,266,300,206,2016,
"Bergen,Fort Lee 6 - Election Day",651,368,572,280,2016,
"Bergen,Fort Lee 7 - Election Day",858,510,785,408,2016,
"Bergen,Fort Lee 8 - Election Day",230,145,186,113,2016,
"Bergen,Fort Lee 9 - Election Day",233,167,191,158,2016,
"Bergen,Fort Lee Mail-In Ballot - Mail-In Ba",747,267,714,242,2016,
"Bergen,Fort Lee Provisional - Provisional",119,65,100,52,2016,
"Bergen,Franklin Lakes",2153,3721,0,0,2016,
"Bergen,Franklin Lakes 1 - Election Day",247,442,0,0,2016,
"Bergen,Franklin Lakes 2 - Election Day",255,443,0,0,2016,
"Bergen,Franklin Lakes 3 - Election Day",228,473,0,0,2016,
"Bergen,Franklin Lakes 4 - Election Day",490,865,0,0,2016,
"Bergen,Franklin Lakes 5 - Election Day",319,633,0,0,2016,
"Bergen,Franklin Lakes 6 - Election Day",304,526,0,0,2016,
"Bergen,Franklin Lakes Mail-In Ballot - Mai",297,313,0,0,2016,
"Bergen,Franklin Lakes Provisional - Provis",13,26,0,0,2016,
"Bergen,Garfield",5477,3782,4610,1998,2016,
"Bergen,Garfield Mail-In Ballot - Mail-In Ba",271,190,313,110,2016,
"Bergen,Garfield Provisional - Provisional",132,76,95,37,2016,
"Bergen,Garfield W1 D1 - Election Day",364,154,270,76,2016,
"Bergen,Garfield W1 D2 - Election Day",217,76,181,40,2016,
"Bergen,Garfield W1 D3 - Election Day",386,170,271,101,2016,
"Bergen,Garfield W2 D1 - Election Day",356,265,289,147,2016,
"Bergen,Garfield W2 D2 - Election Day",338,304,290,165,2016,
"Bergen,Garfield W2 D3 - Election Day",237,216,221,111,2016,
"Bergen,Garfield W3 D1 - Election Day",468,225,346,117,2016,
"Bergen,Garfield W3 D2 - Election Day",434,231,359,120,2016,
"Bergen,Garfield W3 D3 - Election Day",351,247,307,114,2016,
"Bergen,Garfield W4 D1 - Election Day",418,275,335,162,2016,
"Bergen,Garfield W4 D2 - Election Day",266,272,251,124,2016,
"Bergen,Garfield W4 D3 - Election Day",204,222,191,105,2016,
"Bergen,Garfield W5 D1 - Election Day",509,438,445,244,2016,
"Bergen,Garfield W5 D2 - Election Day",325,246,268,132,2016,
"Bergen,Garfield W5 D3 - Election Day",201,175,178,93,2016,
"Bergen,Glen Rock",4063,2355,0,0,2016,
"Bergen,Glen Rock 1 - Election Day",459,258,0,0,2016,
"Bergen,Glen Rock 2 - Election Day",517,258,0,0,2016,
"Bergen,Glen Rock 3 - Election Day",421,315,0,0,2016,
"Bergen,Glen Rock 4 - Election Day",373,268,0,0,2016,
"Bergen,Glen Rock 5 - Election Day",533,303,0,0,2016,
"Bergen,Glen Rock 6 - Election Day",362,254,0,0,2016,
"Bergen,Glen Rock 7 - Election Day",481,296,0,0,2016,
"Bergen,Glen Rock 8 - Election Day",336,198,0,0,2016,
"Bergen,Glen Rock Mail-In Ballot - Mail-In B",554,189,0,0,2016,
"Bergen,Glen Rock Provisional - Provisiona",27,16,0,0,2016,
"Bergen,Grand Totals",231211,175529,215681433,74843308,2016,
"Bergen,Hackensack",12015,3345,0,0,2016,
"Bergen,Hackensack Mail-In Ballot - Mail-In",889,238,0,0,2016,
"Bergen,Hackensack Provisional - Provisio",218,48,0,0,2016,
"Bergen,Hackensack W1 D1 - Election Day",386,119,0,0,2016,
"Bergen,Hackensack W1 D2 - Election Day",392,124,0,0,2016,
"Bergen,Hackensack W1 D3 - Election Day",435,111,0,0,2016,
"Bergen,Hackensack W1 D4 - Election Day",318,58,0,0,2016,
"Bergen,Hackensack W2 D1 - Election Day",278,47,0,0,2016,
"Bergen,Hackensack W2 D2 - Election Day",602,128,0,0,2016,
"Bergen,Hackensack W2 D3 - Election Day",590,118,0,0,2016,
"Bergen,Hackensack W2 D4 - Election Day",346,116,0,0,2016,
"Bergen,Hackensack W2 D5 - Election Day",399,91,0,0,2016,
"Bergen,Hackensack W3 D1 - Election Day",327,26,0,0,2016,
"Bergen,Hackensack W3 D2 - Election Day",329,117,0,0,2016,
"Bergen,Hackensack W3 D3 - Election Day",377,23,0,0,2016,
"Bergen,Hackensack W3 D4 - Election Day",559,93,0,0,2016,
"Bergen,Hackensack W3 D5 - Election Day",470,70,0,0,2016,
"Bergen,Hackensack W4 D1 - Election Day",443,152,0,0,2016,
"Bergen,Hackensack W4 D2 - Election Day",789,244,0,0,2016,
"Bergen,Hackensack W4 D3 - Election Day",599,225,0,0,2016,
"Bergen,Hackensack W4 D4 - Election Day",525,174,0,0,2016,
"Bergen,Hackensack W4 D5 - Election Day",352,105,0,0,2016,
"Bergen,Hackensack W5 D1 - Election Day",453,132,0,0,2016,
"Bergen,Hackensack W5 D2 - Election Day",356,123,0,0,2016,
"Bergen,Hackensack W5 D3 - Election Day",360,212,0,0,2016,
"Bergen,Hackensack W5 D4 - Election Day",393,156,0,0,2016,
"Bergen,Hackensack W5 D5 - Election Day",337,141,0,0,2016,
"Bergen,Hackensack W5 D6 - Election Day",493,154,0,0,2016,
"Bergen,Harrington Park",1382,1147,0,0,2016,
"Bergen,Harrington Park 1 - Election Day",381,295,0,0,2016,
"Bergen,Harrington Park 2 - Election Day",450,375,0,0,2016,
"Bergen,Harrington Park 3 - Election Day",402,386,0,0,2016,
"Bergen,Harrington Park Mail-In Ballot - Ma",135,84,0,0,2016,
"Bergen,Harrington Park Provisional - Prov",14,7,0,0,2016,
"Bergen,Hasbrouck Heights",2796,3126,2725,2381,2016,
"Bergen,Hasbrouck Heights 1 - Election Da",267,350,271,256,2016,
"Bergen,Hasbrouck Heights 2 - Election Da",350,363,315,286,2016,
"Bergen,Hasbrouck Heights 3 - Election Da",261,327,245,246,2016,
"Bergen,Hasbrouck Heights 4 - Election Da",266,372,270,279,2016,
"Bergen,Hasbrouck Heights 5 - Election Da",261,310,245,239,2016,
"Bergen,Hasbrouck Heights 6 - Election Da",282,343,291,253,2016,
"Bergen,Hasbrouck Heights 7 - Election Da",291,323,269,238,2016,
"Bergen,Hasbrouck Heights 8 - Election Da",364,315,349,240,2016,
"Bergen,Hasbrouck Heights 9 - Election Da",237,196,226,148,2016,
"Bergen,Hasbrouck Heights Mail-In Ballot -",197,202,221,176,2016,
"Bergen,Hasbrouck Heights Provisional - P",20,25,23,20,2016,
"Bergen,Haworth",1158,708,0,0,2016,
"Bergen,Haworth 1 - Election Day",507,321,0,0,2016,
"Bergen,Haworth 2 - Election Day",475,321,0,0,2016,
"Bergen,Haworth Mail-In Ballot - Mail-In Ba",171,59,0,0,2016,
"Bergen,Haworth Provisional - Provisional",5,7,0,0,2016,
"Bergen,Hillsdale",2803,2836,0,0,2016,
"Bergen,Hillsdale 1 - Election Day",319,412,0,0,2016,
"Bergen,Hillsdale 2 - Election Day",335,307,0,0,2016,
"Bergen,Hillsdale 3 - Election Day",468,460,0,0,2016,
"Bergen,Hillsdale 4 - Election Day",471,466,0,0,2016,
"Bergen,Hillsdale 5 - Election Day",382,532,0,0,2016,
"Bergen,Hillsdale 6 - Election Day",500,485,0,0,2016,
"Bergen,Hillsdale Mail-In Ballot - Mail-In Ba",308,159,0,0,2016,
"Bergen,Hillsdale Provisional - Provisional",20,15,0,0,2016,
"Bergen,Ho-Ho-Kus",1131,1171,0,0,2016,
"Bergen,Ho-Ho-Kus 1 - Election Day",363,360,0,0,2016,
"Bergen,Ho-Ho-Kus 2 - Election Day",329,403,0,0,2016,
"Bergen,Ho-Ho-Kus 3 - Election Day",304,326,0,0,2016,
"Bergen,Ho-Ho-Kus Mail-In Ballot - Mail-In",130,74,0,0,2016,
"Bergen,Ho-Ho-Kus Provisional - Provision",5,8,0,0,2016,
"Bergen,Leonia",2727,1068,2475,911,2016,
"Bergen,Leonia 1 - Election Day",432,172,399,137,2016,
"Bergen,Leonia 2 - Election Day",387,157,338,144,2016,
"Bergen,Leonia 3 - Election Day",376,129,353,97,2016,
"Bergen,Leonia 4 - Election Day",383,142,333,130,2016,
"Bergen,Leonia 5 - Election Day",568,246,503,209,2016,
"Bergen,Leonia 6 - Election Day",348,152,321,127,2016,
"Bergen,Leonia Mail-In Ballot - Mail-In Ballo",209,65,210,63,2016,
"Bergen,Leonia Provisional - Provisional",24,5,18,4,2016,
"Bergen,Little Ferry",2138,1568,2065,1059,2016,
"Bergen,Little Ferry 1 - Election Day",283,295,297,194,2016,
"Bergen,Little Ferry 2 - Election Day",227,173,228,100,2016,
"Bergen,Little Ferry 3 - Election Day",404,326,371,224,2016,
"Bergen,Little Ferry 4 - Election Day",339,229,314,174,2016,
"Bergen,Little Ferry 5 - Election Day",464,253,421,178,2016,
"Bergen,Little Ferry 6 - Election Day",290,215,282,149,2016,
"Bergen,Little Ferry Mail-In Ballot - Mail-In",109,69,137,33,2016,
"Bergen,Little Ferry Provisional - Provisiona",22,8,15,7,2016,
"Bergen,Lodi",5395,3241,0,0,2016,
"Bergen,Lodi 1 - Election Day",511,340,0,0,2016,
"Bergen,Lodi 10 - Election Day",444,243,0,0,2016,
"Bergen,Lodi 11 - Election Day",460,287,0,0,2016,
"Bergen,Lodi 12 - Election Day",383,299,0,0,2016,
"Bergen,Lodi 2 - Election Day",567,312,0,0,2016,
"Bergen,Lodi 3 - Election Day",353,200,0,0,2016,
"Bergen,Lodi 4 - Election Day",480,117,0,0,2016,
"Bergen,Lodi 5 - Election Day",368,275,0,0,2016,
"Bergen,Lodi 6 - Election Day",310,233,0,0,2016,
"Bergen,Lodi 7 - Election Day",229,161,0,0,2016,
"Bergen,Lodi 8 - Election Day",472,295,0,0,2016,
"Bergen,Lodi 9 - Election Day",391,233,0,0,2016,
"Bergen,Lodi Mail-In Ballot - Mail-In Ballot",305,210,0,0,2016,
"Bergen,Lodi Provisional - Provisional",122,36,0,0,2016,
"Bergen,Lyndhurst",4229,4818,4141,3054,2016,
"Bergen,Lyndhurst 1 - Election Day",224,258,245,151,2016,
"Bergen,Lyndhurst 10 - Election Day",298,371,305,220,2016,
"Bergen,Lyndhurst 11 - Election Day",247,309,251,179,2016,
"Bergen,Lyndhurst 12 - Election Day",185,281,185,184,2016,
"Bergen,Lyndhurst 13 - Election Day",289,316,287,180,2016,
"Bergen,Lyndhurst 14 - Election Day",246,282,228,175,2016,
"Bergen,Lyndhurst 15 - Election Day",253,326,227,205,2016,
"Bergen,Lyndhurst 2 - Election Day",227,243,230,157,2016,
"Bergen,Lyndhurst 3 - Election Day",411,337,356,247,2016,
"Bergen,Lyndhurst 4 - Election Day",265,340,252,238,2016,
"Bergen,Lyndhurst 5 - Election Day",229,269,215,164,2016,
"Bergen,Lyndhurst 6 - Election Day",333,349,320,228,2016,
"Bergen,Lyndhurst 7 - Election Day",243,307,230,182,2016,
"Bergen,Lyndhurst 8 - Election Day",275,323,266,207,2016,
"Bergen,Lyndhurst 9 - Election Day",253,237,240,150,2016,
"Bergen,Lyndhurst Mail-In Ballot - Mail-In B",206,228,265,148,2016,
"Bergen,Lyndhurst Provisional - Provisiona",45,42,39,39,2016,
"Bergen,Mahwah",5623,6811,0,0,2016,
"Bergen,Mahwah 1 - Election Day",486,590,0,0,2016,
"Bergen,Mahwah 10 - Election Day",511,507,0,0,2016,
"Bergen,Mahwah 11 - Election Day",497,609,0,0,2016,
"Bergen,Mahwah 12 - Election Day",258,258,0,0,2016,
"Bergen,Mahwah 13 - Election Day",385,360,0,0,2016,
"Bergen,Mahwah 14 - Election Day",355,358,0,0,2016,
"Bergen,Mahwah 2 - Election Day",393,465,0,0,2016,
"Bergen,Mahwah 3 - Election Day",405,472,0,0,2016,
"Bergen,Mahwah 4 - Election Day",379,382,0,0,2016,
"Bergen,Mahwah 5 - Election Day",204,444,0,0,2016,
"Bergen,Mahwah 6 - Election Day",308,508,0,0,2016,
"Bergen,Mahwah 7 - Election Day",392,660,0,0,2016,
"Bergen,Mahwah 8 - Election Day",328,591,0,0,2016,
"Bergen,Mahwah 9 - Election Day",148,162,0,0,2016,
"Bergen,Mahwah Mail-In Ballot - Mail-In Ba",535,397,0,0,2016,
"Bergen,Mahwah Provisional - Provisional",39,48,0,0,2016,
"Bergen,Mail-In Ballot Totals",19495,10797,1006457,442670,2016,
"Bergen,Maywood",2476,1969,0,0,2016,
"Bergen,Maywood 1 - Election Day",353,250,0,0,2016,
"Bergen,Maywood 2 - Election Day",313,296,0,0,2016,
"Bergen,Maywood 3 - Election Day",341,290,0,0,2016,
"Bergen,Maywood 4 - Election Day",332,285,0,0,2016,
"Bergen,Maywood 5 - Election Day",295,295,0,0,2016,
"Bergen,Maywood 6 - Election Day",321,276,0,0,2016,
"Bergen,Maywood 7 - Election Day",301,155,0,0,2016,
"Bergen,Maywood Mail-In Ballot - Mail-In B",192,110,0,0,2016,
"Bergen,Maywood Provisional - Provisiona",28,12,0,0,2016,
"Bergen,Midland Park",1690,2191,0,0,2016,
"Bergen,Midland Park 1 - Election Day",351,473,0,0,2016,
"Bergen,Midland Park 2 - Election Day",207,314,0,0,2016,
"Bergen,Midland Park 3 - Election Day",390,426,0,0,2016,
"Bergen,Midland Park 4 - Election Day",270,346,0,0,2016,
"Bergen,Midland Park 5 - Election Day",301,493,0,0,2016,
"Bergen,Midland Park Mail-In Ballot - Mail-",157,120,0,0,2016,
"Bergen,Midland Park Provisional - Provisio",14,19,0,0,2016,
"Bergen,Montvale",1960,2221,0,0,2016,
"Bergen,Montvale 1 - Election Day",220,286,0,0,2016,
"Bergen,Montvale 2 - Election Day",328,453,0,0,2016,
"Bergen,Montvale 3 - Election Day",614,665,0,0,2016,
"Bergen,Montvale 4 - Election Day",573,638,0,0,2016,
"Bergen,Montvale Mail-In Ballot - Mail-In Ba",212,168,0,0,2016,
"Bergen,Montvale Provisional - Provisional",13,11,0,0,2016,
"Bergen,Moonachie",572,545,575,304,2016,
"Bergen,Moonachie 1 - Election Day",122,53,96,35,2016,
"Bergen,Moonachie 2 - Election Day",277,349,316,174,2016,
"Bergen,Moonachie 3 - Election Day",140,119,128,78,2016,
"Bergen,Moonachie Mail-In Ballot - Mail-In",31,20,32,14,2016,
"Bergen,Moonachie Provisional - Provision",2,4,3,3,2016,
"Bergen,New Milford",3975,3463,0,0,2016,
"Bergen,New Milford 1 - Election Day",453,426,0,0,2016,
"Bergen,New Milford 2 - Election Day",425,398,0,0,2016,
"Bergen,New Milford 3 - Election Day",453,458,0,0,2016,
"Bergen,New Milford 4 - Election Day",429,529,0,0,2016,
"Bergen,New Milford 5 - Election Day",405,321,0,0,2016,
"Bergen,New Milford 6 - Election Day",375,230,0,0,2016,
"Bergen,New Milford 7 - Election Day",326,167,0,0,2016,
"Bergen,New Milford 8 - Election Day",484,457,0,0,2016,
"Bergen,New Milford 9 - Election Day",305,310,0,0,2016,
"Bergen,New Milford Mail-In Ballot - Mail-In",277,140,0,0,2016,
"Bergen,New Milford Provisional - Provision",43,27,0,0,2016,
"Bergen,North Arlington",3351,3392,3323,2391,2016,
"Bergen,North Arlington 1 - Election Day",195,181,191,132,2016,
"Bergen,North Arlington 10 - Election Day",237,237,261,152,2016,
"Bergen,North Arlington 2 - Election Day",262,268,241,183,2016,
"Bergen,North Arlington 3 - Election Day",372,284,344,211,2016,
"Bergen,North Arlington 4 - Election Day",362,329,358,237,2016,
"Bergen,North Arlington 5 - Election Day",419,438,375,317,2016,
"Bergen,North Arlington 6 - Election Day",324,320,309,227,2016,
"Bergen,North Arlington 7 - Election Day",478,553,480,386,2016,
"Bergen,North Arlington 8 - Election Day",204,256,248,157,2016,
"Bergen,North Arlington 9 - Election Day",314,358,304,267,2016,
"Bergen,North Arlington Mail-In Ballot - Ma",150,142,181,102,2016,
"Bergen,North Arlington Provisional - Provi",34,26,31,20,2016,
"Bergen,Northvale",994,1155,0,0,2016,
"Bergen,Northvale 1 - Election Day",276,385,0,0,2016,
"Bergen,Northvale 2 - Election Day",256,297,0,0,2016,
"Bergen,Northvale 3 - Election Day",382,411,0,0,2016,
"Bergen,Northvale Mail-In Ballot - Mail-In B",73,56,0,0,2016,
"Bergen,Northvale Provisional - Provisiona",7,6,0,0,2016,
"Bergen,Norwood",1415,1249,0,0,2016,
"Bergen,Norwood 1 - Election Day",632,595,0,0,2016,
"Bergen,Norwood 2 - Election Day",622,571,0,0,2016,
"Bergen,Norwood Mail-In Ballot - Mail-In Ba",149,78,0,0,2016,
"Bergen,Norwood Provisional - Provisional",12,5,0,0,2016,
"Bergen,Oakland",2872,3727,0,0,2016,
"Bergen,Oakland 1 - Election Day",295,387,0,0,2016,
"Bergen,Oakland 2 - Election Day",259,373,0,0,2016,
"Bergen,Oakland 3 - Election Day",213,281,0,0,2016,
"Bergen,Oakland 4 - Election Day",257,418,0,0,2016,
"Bergen,Oakland 5 - Election Day",332,384,0,0,2016,
"Bergen,Oakland 6 - Election Day",366,528,0,0,2016,
"Bergen,Oakland 7 - Election Day",361,522,0,0,2016,
"Bergen,Oakland 8 - Election Day",481,631,0,0,2016,
"Bergen,Oakland Mail-In Ballot - Mail-In Ba",295,191,0,0,2016,
"Bergen,Oakland Provisional - Provisional",13,12,0,0,2016,
"Bergen,Old Tappan",1365,1663,0,0,2016,
"Bergen,Old Tappan 1 - Election Day",329,472,0,0,2016,
"Bergen,Old Tappan 2 - Election Day",434,505,0,0,2016,
"Bergen,Old Tappan 3 - Election Day",411,530,0,0,2016,
"Bergen,Old Tappan Mail-In Ballot - Mail-In",180,144,0,0,2016,
"Bergen,Old Tappan Provisional - Provision",11,12,0,0,2016,
"Bergen,Oradell",2345,2209,0,0,2016,
"Bergen,Oradell 1 - Election Day",340,347,0,0,2016,
"Bergen,Oradell 2 - Election Day",305,301,0,0,2016,
"Bergen,Oradell 3 - Election Day",318,317,0,0,2016,
"Bergen,Oradell 4 - Election Day",356,282,0,0,2016,
"Bergen,Oradell 5 - Election Day",367,385,0,0,2016,
"Bergen,Oradell 6 - Election Day",356,391,0,0,2016,
"Bergen,Oradell Mail-In Ballot - Mail-In Ball",292,169,0,0,2016,
"Bergen,Oradell Provisional - Provisional",11,17,0,0,2016,
"Bergen,Palisades Park",2968,1494,2542,1180,2016,
"Bergen,Palisades Park 1 - Election Day",218,92,179,79,2016,
"Bergen,Palisades Park 2 - Election Day",309,105,242,97,2016,
"Bergen,Palisades Park 3 - Election Day",250,135,224,107,2016,
"Bergen,Palisades Park 4 - Election Day",268,105,232,90,2016,
"Bergen,Palisades Park 5 - Election Day",287,183,241,134,2016,
"Bergen,Palisades Park 6 - Election Day",406,189,325,161,2016,
"Bergen,Palisades Park 7 - Election Day",267,150,227,104,2016,
"Bergen,Palisades Park 8 - Election Day",307,184,260,144,2016,
"Bergen,Palisades Park 9 - Election Day",360,189,302,143,2016,
"Bergen,Palisades Park Mail-In Ballot - Ma",229,133,249,98,2016,
"Bergen,Palisades Park Provisional - Provi",67,29,61,23,2016,
"Bergen,Paramus",6312,6565,0,0,2016,
"Bergen,Paramus 1 - Election Day",407,362,0,0,2016,
"Bergen,Paramus 10 - Election Day",265,256,0,0,2016,
"Bergen,Paramus 11 - Election Day",226,245,0,0,2016,
"Bergen,Paramus 12 - Election Day",369,449,0,0,2016,
"Bergen,Paramus 13 - Election Day",203,211,0,0,2016,
"Bergen,Paramus 14 - Election Day",259,361,0,0,2016,
"Bergen,Paramus 15 - Election Day",429,430,0,0,2016,
"Bergen,Paramus 16 - Election Day",230,262,0,0,2016,
"Bergen,Paramus 17 - Election Day",254,279,0,0,2016,
"Bergen,Paramus 18 - Election Day",211,191,0,0,2016,
"Bergen,Paramus 19 - Election Day",250,251,0,0,2016,
"Bergen,Paramus 2 - Election Day",327,325,0,0,2016,
"Bergen,Paramus 20 - Election Day",258,291,0,0,2016,
"Bergen,Paramus 3 - Election Day",324,367,0,0,2016,
"Bergen,Paramus 4 - Election Day",244,265,0,0,2016,
"Bergen,Paramus 5 - Election Day",232,287,0,0,2016,
"Bergen,Paramus 6 - Election Day",259,325,0,0,2016,
"Bergen,Paramus 7 - Election Day",334,373,0,0,2016,
"Bergen,Paramus 8 - Election Day",247,275,0,0,2016,
"Bergen,Paramus 9 - Election Day",241,260,0,0,2016,
"Bergen,Paramus Mail-In Ballot - Mail-In Ba",699,455,0,0,2016,
"Bergen,Paramus Provisional - Provisional",44,45,0,0,2016,
"Bergen,Park Ridge",2108,2619,0,0,2016,
"Bergen,Park Ridge 1 - Election Day",349,493,0,0,2016,
"Bergen,Park Ridge 2 - Election Day",247,364,0,0,2016,
"Bergen,Park Ridge 3 - Election Day",295,384,0,0,2016,
"Bergen,Park Ridge 4 - Election Day",289,357,0,0,2016,
"Bergen,Park Ridge 5 - Election Day",323,422,0,0,2016,
"Bergen,Park Ridge 6 - Election Day",395,435,0,0,2016,
"Bergen,Park Ridge Mail-In Ballot - Mail-In",197,154,0,0,2016,
"Bergen,Park Ridge Provisional - Provision",13,10,0,0,2016,
"Bergen,Provisional Totals",2465,1512,19954,4488,2016,
"Bergen,Ramsey",3872,4132,0,0,2016,
"Bergen,Ramsey 1 - Election Day",438,395,0,0,2016,
"Bergen,Ramsey 2 - Election Day",503,562,0,0,2016,
"Bergen,Ramsey 3 - Election Day",443,580,0,0,2016,
"Bergen,Ramsey 4 - Election Day",233,285,0,0,2016,
"Bergen,Ramsey 5 - Election Day",495,546,0,0,2016,
"Bergen,Ramsey 6 - Election Day",607,623,0,0,2016,
"Bergen,Ramsey 7 - Election Day",407,471,0,0,2016,
"Bergen,Ramsey 8 - Election Day",295,379,0,0,2016,
"Bergen,Ramsey Mail-In Ballot - Mail-In Ba",417,267,0,0,2016,
"Bergen,Ramsey Provisional - Provisional",34,24,0,0,2016,
"Bergen,Ridgefield",2270,1865,2155,1341,2016,
"Bergen,Ridgefield 1 - Election Day",411,383,401,293,2016,
"Bergen,Ridgefield 2 - Election Day",318,277,311,183,2016,
"Bergen,Ridgefield 3 - Election Day",531,401,493,284,2016,
"Bergen,Ridgefield 4 - Election Day",378,257,332,196,2016,
"Bergen,Ridgefield 5 - Election Day",454,378,423,260,2016,
"Bergen,Ridgefield Mail-In Ballot - Mail-In B",139,141,159,106,2016,
"Bergen,Ridgefield Park",3359,1842,2954,1336,2016,
"Bergen,Ridgefield Park 1 - Election Day",262,130,217,94,2016,
"Bergen,Ridgefield Park 2 - Election Day",524,238,414,189,2016,
"Bergen,Ridgefield Park 3 - Election Day",374,148,303,113,2016,
"Bergen,Ridgefield Park 4 - Election Day",465,249,424,189,2016,
"Bergen,Ridgefield Park 5 - Election Day",278,147,244,118,2016,
"Bergen,Ridgefield Park 6 - Election Day",396,270,379,175,2016,
"Bergen,Ridgefield Park 7 - Election Day",399,253,362,173,2016,
"Bergen,Ridgefield Park 8 - Election Day",485,317,440,211,2016,
"Bergen,Ridgefield Park Mail-In Ballot - Ma",135,74,138,60,2016,
"Bergen,Ridgefield Park Provisional - Provi",41,16,33,14,2016,
"Bergen,Ridgefield Provisional - Provisiona",39,28,36,19,2016,
"Bergen,Ridgewood",8000,4576,0,0,2016,
"Bergen,Ridgewood 1 - Election Day",338,186,0,0,2016,
"Bergen,Ridgewood 10 - Election Day",345,134,0,0,2016,
"Bergen,Ridgewood 11 - Election Day",414,266,0,0,2016,
"Bergen,Ridgewood 12 - Election Day",344,227,0,0,2016,
"Bergen,Ridgewood 13 - Election Day",402,223,0,0,2016,
"Bergen,Ridgewood 14 - Election Day",487,349,0,0,2016,
"Bergen,Ridgewood 15 - Election Day",360,225,0,0,2016,
"Bergen,Ridgewood 16 - Election Day",274,206,0,0,2016,
"Bergen,Ridgewood 17 - Election Day",327,223,0,0,2016,
